fname,filtered_sound,mfcc
normal__215_1308245664733_C.wav,[0.00228855 0.00231534 0.00235114 ... 0.00563315 0.00506574 0.00448845],"[[-5.24352691e+02 -5.02813453e+02 -4.97073270e+02 ... -4.95443247e+02
  -5.03852516e+02 -5.02774819e+02]
 [ 1.18151185e+02  1.42093684e+02  1.48260245e+02 ...  1.50241258e+02
   1.39882152e+02  1.34330972e+02]
 [ 7.62890244e+01  8.55568492e+01  8.71525302e+01 ...  8.78679794e+01
   8.18674624e+01  6.77641022e+01]
 ...
 [ 9.88347696e+00  4.00569164e+00  4.44568291e+00 ...  9.90580535e+00
   4.18390648e+00  5.35020346e+00]
 [ 4.85789805e+00  3.27191916e+00  4.37245057e+00 ...  9.95273871e+00
   4.87350073e+00  4.75194262e+00]
 [ 3.19777767e-01  4.10219829e+00  5.78288093e+00 ...  8.26750649e+00
   4.15536324e+00  4.95495386e+00]]"
normal__215_1308245664733_C1.wav,"[-0.0037555  -0.00397305 -0.00417634 ...  0.01875335  0.01646794
  0.01412805]","[[-517.34037768 -510.50968277 -509.48483854 ... -498.0534945
  -498.29748005 -442.10091039]
 [ 128.64579926  141.68701514  144.72527392 ...  157.51773368
   155.55814353  151.66089016]
 [  66.74842879   81.87602406   87.50763325 ...   93.3511547
    89.1110155    44.84363653]
 ...
 [   6.44920094    5.65848348    4.3404622  ...    6.81202671
     8.91273602    7.43657282]
 [  -2.43629086    3.50933411    2.49090836 ...    6.26067653
     7.5633202     4.50742202]
 [  -3.01370844    3.72240753    5.2736511  ...    6.63538988
     5.98443335    2.59041112]]"
normal__216_1308245839516_C.wav,"[-0.00383535 -0.00392964 -0.00401853 ...  0.02106037  0.01844118
  0.01576964]","[[-4.86548275e+02 -4.73005612e+02 -4.69560597e+02 ... -4.61114025e+02
  -4.38496528e+02 -4.29305365e+02]
 [ 1.07871164e+02  1.23933791e+02  1.27466556e+02 ...  1.38714721e+02
   1.65223306e+02  1.64339389e+02]
 [ 6.95472718e+01  7.78583531e+01  7.83666905e+01 ...  8.73596560e+01
   1.00331177e+02  8.14890918e+01]
 ...
 [ 3.95206588e+00  5.75853764e+00  6.92916133e+00 ...  4.05257701e+00
   6.40621615e-01  6.61993783e+00]
 [ 6.70226834e-01  3.01394044e+00  4.59908688e+00 ...  4.49850132e-01
  -4.59750202e+00  2.55105695e+00]
 [-1.20105780e+00  2.57692584e+00  3.80453311e+00 ...  1.28785275e+00
  -1.52679321e+00  1.65436069e+00]]"
normal__217_1308246111629_C.wav,"[-0.00257957 -0.00379052 -0.00495266 ...  0.02609447  0.02244357
  0.01870628]","[[-454.59606834 -457.63583825 -462.07082455 ... -436.98215731
  -437.3393793  -403.27213191]
 [ 115.12757799  111.89204826  105.21474138 ...  133.12405072
   130.47955171  139.99647519]
 [  78.05039139   77.03747983   69.68212542 ...   80.55186447
    74.16180968   46.97662198]
 ...
 [   7.58795964    8.20375515    8.17337911 ...    9.84953478
     7.06795341    5.54408367]
 [   6.59299151    5.70505601    3.26698847 ...    8.86990554
     6.13951733    5.36589764]
 [   6.65412841    5.67520223    2.34476258 ...    8.78285315
     6.03717743    4.91781323]]"
normal__217_1308246111629_C1.wav,"[-0.01084362 -0.01192177 -0.01297556 ... -0.02252009 -0.01745466
 -0.01221147]","[[-433.4910208  -430.24486031 -433.92867704 ... -425.65336911
  -413.17178258 -397.99051663]
 [ 103.9217751   113.34227113  109.84803903 ...  120.08897852
   128.5433299   134.66580604]
 [  59.51977838   74.52105535   74.42234583 ...   80.9635275
    71.48074645   55.11339965]
 ...
 [   6.86073936    5.86433041    3.65351377 ...    7.8910934
     7.31652924    0.933338  ]
 [   0.76458132    2.93995888   -1.87851748 ...    1.30444873
     4.62564      -1.21522435]
 [  -2.28636496    1.7930905    -2.42683591 ...    0.61100412
     2.04376133   -2.01123349]]"
normal__218_1308246311449_C.wav,"[-0.01457252 -0.01489965 -0.01520318 ...  0.05049567  0.04764203
  0.04494859]","[[-417.67064455 -423.40593117 -425.92144827 ... -416.04806914
  -404.23197435 -334.98516133]
 [ 126.30710403  135.49511391  133.20083329 ...  146.68584666
   152.86979533  135.71337586]
 [  54.17197633   76.86241199   76.05426618 ...   87.667393
    79.22464043   44.66450563]
 ...
 [  12.34108668   10.41795341    3.47072135 ...    2.34240602
     2.82286991   10.86591463]
 [  10.56541128    9.48496137    5.44527237 ...    2.11531299
     1.46363641    6.26448014]
 [  10.06700254    9.3850505     7.72051637 ...    2.08593449
     2.33427017    2.65951568]]"
normal__218_1308246311449_C1.wav,"[-0.01018882 -0.01119347 -0.01218652 ... -0.00848327 -0.006066
 -0.00356332]","[[-404.90328698 -396.21569749 -397.84556905 ... -384.52152662
  -393.01667302 -404.04368542]
 [ 128.31845941  139.55288012  138.98577075 ...  154.90354378
   144.22431761  130.10679892]
 [  72.3514037    79.76097138   82.34129715 ...   91.20752248
    84.09389502   74.36778127]
 ...
 [   4.26287566    0.75672989    2.83416247 ...    0.79568346
    -4.24286065   -1.18117008]
 [   2.41390722    6.72827843    9.11340267 ...    3.31547425
     1.7821672     5.79604143]
 [   2.63105339   10.2293227    13.41961947 ...    5.45158853
     8.85876325    9.08041326]]"
normal__220_1308250132896_C.wav,[0.0196323  0.01954464 0.01941944 ... 0.00579636 0.00476681 0.00368104],"[[-401.37216561 -406.80386073 -399.26997792 ... -424.50143428
  -430.26723578 -434.83668877]
 [ 112.5781585   124.54175506  137.35024248 ...  107.56997053
    99.92938108   93.52143903]
 [  40.78996934   66.51453692   81.24719423 ...   65.49883568
    59.3509242    53.62166351]
 ...
 [  11.57275777    9.75484368    3.69622412 ...    7.63186391
     4.99201361    3.21830093]
 [   6.52005347    7.70252278    3.06487368 ...    4.87338797
     1.39094314    2.01746215]
 [   4.66160994    8.42683756    6.17264712 ...    6.47587062
     2.46595824    4.55868894]]"
normal__220_1308250132896_D.wav,"[-0.00366725 -0.0035511  -0.0034182  ...  0.02590109  0.02228427
  0.01858557]","[[-4.27342470e+02 -4.18098434e+02 -4.16596012e+02 ... -4.22750589e+02
  -4.20168834e+02 -3.93784273e+02]
 [ 1.08007470e+02  1.18441537e+02  1.20186891e+02 ...  1.13894954e+02
   1.15148375e+02  1.28463569e+02]
 [ 7.37791017e+01  7.83360391e+01  7.93445467e+01 ...  7.83066444e+01
   7.48448751e+01  5.53950306e+01]
 ...
 [ 5.33637179e+00  8.87497557e+00  4.18769489e+00 ...  1.54126360e+01
   1.07693585e+01  8.51331577e+00]
 [ 3.68090538e-01  3.19469653e+00 -1.17579063e+00 ...  8.60951230e+00
   7.60617166e+00  7.34466675e+00]
 [-2.16974285e+00 -6.89736346e-01 -3.20514077e+00 ...  4.35142479e+00
   4.39980289e+00  4.38920082e+00]]"
normal__224_1308337157445_C.wav,[0.0039576  0.00307274 0.00225926 ... 0.00165931 0.00220724 0.00278507],"[[-4.74419685e+02 -4.67141551e+02 -4.70615531e+02 ... -4.70941783e+02
  -4.70950930e+02 -4.68980712e+02]
 [ 1.30983149e+02  1.41544513e+02  1.37393454e+02 ...  1.38457698e+02
   1.37754765e+02  1.40068429e+02]
 [ 6.06630926e+01  6.82133753e+01  6.55788417e+01 ...  6.99390533e+01
   6.77656033e+01  6.89141494e+01]
 ...
 [ 3.77382956e+00 -1.74415183e+00 -5.80721774e+00 ... -3.59420351e-01
   1.72799458e+00  2.23063099e-01]
 [ 3.04542142e+00  1.68361182e-01 -2.32648317e+00 ... -7.35017424e-01
  -4.93367152e-02  7.91207564e-01]
 [ 3.68139598e+00  1.94861685e+00  1.35469956e+00 ... -1.23660943e+00
  -2.07850685e+00  1.08998555e+00]]"
normal__227_1308594233667_B.wav,"[ 0.01065794  0.01122882  0.01175136 ... -0.0199081  -0.01978281
 -0.01972164]","[[-4.07109276e+02 -4.00050371e+02 -4.01336872e+02 ... -3.92394596e+02
  -3.90533082e+02 -3.84886463e+02]
 [ 8.95872986e+01  9.90594664e+01  9.74163433e+01 ...  1.09374462e+02
   1.11811902e+02  1.18027314e+02]
 [ 5.57588845e+01  6.33032979e+01  6.21045617e+01 ...  7.19149253e+01
   7.39283592e+01  7.66778190e+01]
 ...
 [ 6.23897201e+00  1.91153528e+00  2.48849356e-01 ... -1.33924380e+00
   2.94623517e-01  2.20353680e+00]
 [ 5.63712369e+00  2.21067626e+00 -4.69877911e-01 ... -2.09719741e+00
   6.92744868e-01  3.36912656e+00]
 [ 5.91131542e+00  4.51193472e+00  1.85491749e+00 ...  8.03235453e-01
   2.86661477e+00  3.71222678e+00]]"
normal__227_1308594233667_C.wav,[0.01164909 0.01307236 0.0144483  ... 0.03227991 0.02757723 0.02273688],"[[-4.31396410e+02 -4.32724161e+02 -4.36945770e+02 ... -4.18328513e+02
  -4.25423832e+02 -3.98520934e+02]
 [ 1.14235131e+02  1.19739872e+02  1.16100806e+02 ...  1.38257196e+02
   1.31179197e+02  1.41730010e+02]
 [ 5.33265162e+01  6.56384754e+01  6.65826104e+01 ...  7.85223510e+01
   7.84205257e+01  5.69919406e+01]
 ...
 [ 1.86446764e-01 -6.79582346e-01  5.11009517e-01 ...  9.06604108e+00
   1.39477252e+01  8.38091435e+00]
 [-5.45246409e-02 -7.84322424e-01 -1.37614044e-01 ...  1.20235924e+01
   1.49492837e+01  7.37292746e+00]
 [ 3.14501838e+00  1.22805331e+00  1.19800008e+00 ...  1.39587475e+01
   1.57080185e+01  7.66193174e+00]]"
normal__230_1308595300880_B.wav,[0.00308375 0.00461535 0.00609246 ... 0.00601532 0.00349863 0.00091909],"[[-4.60747118e+02 -4.47385157e+02 -4.47593445e+02 -4.44718030e+02
  -3.93132678e+02 -3.80066200e+02 -3.99215210e+02 -4.23283662e+02
  -4.22462363e+02 -4.36883655e+02 -4.40008882e+02 -4.35237565e+02
  -4.32017778e+02 -4.28093104e+02 -4.27687699e+02 -4.26752692e+02
  -4.27579980e+02 -4.16467848e+02 -3.84047916e+02 -3.75903476e+02
  -4.00060644e+02 -4.29247181e+02 -4.29454597e+02 -4.25738513e+02
  -4.29214306e+02 -4.31390798e+02 -4.31758536e+02 -4.35263426e+02
  -4.11746348e+02 -3.83365937e+02 -3.87199684e+02 -4.11710139e+02
  -4.34983620e+02 -4.49965993e+02 -4.48207935e+02 -4.50585347e+02
  -4.54334737e+02 -4.57780211e+02 -4.60779053e+02 -4.55397090e+02
  -4.49540002e+02 -4.14101996e+02 -3.80049147e+02 -3.83453554e+02
  -4.20278483e+02 -4.38212252e+02 -4.42499816e+02 -4.43419726e+02
  -4.47153682e+02 -4.46361889e+02 -4.47806074e+02 -4.54012891e+02
  -3.92865538e+02 -3.72626344e+02 -3.90024390e+02 -4.19689631e+02
  -4.42087897e+02 -4.47487826e+02 -4.47202031e+02 -4.45260563e+02
  -4.48530712e+02 -4.50990727e+02 -4.48200091e+02 -4.46399577e+02
  -4.42638757e+02 -3.99378757e+02 -3.80563984e+02 -3.97943542e+02
  -4.40068483e+02 -4.42990158e+02]
 [ 1.40323470e+02  1.55604155e+02  1.56640835e+02  1.59964047e+02
   2.26616464e+02  2.42644948e+02  2.19015496e+02  1.89125109e+02
   1.89725439e+02  1.70221348e+02  1.64835829e+02  1.71436788e+02
   1.74992366e+02  1.79394820e+02  1.79163702e+02  1.81096287e+02
   1.81062657e+02  1.94107901e+02  2.34461375e+02  2.45028656e+02
   2.16664957e+02  1.81119843e+02  1.79702431e+02  1.83120299e+02
   1.79659474e+02  1.76876371e+02  1.74800047e+02  1.70975137e+02
   2.03832261e+02  2.40312527e+02  2.35906674e+02  2.05450586e+02
   1.74971587e+02  1.54786678e+02  1.58019868e+02  1.54827054e+02
   1.50397851e+02  1.45697078e+02  1.42177481e+02  1.48587328e+02
   1.56710435e+02  2.01610876e+02  2.41207515e+02  2.36819979e+02
   1.93876056e+02  1.69741558e+02  1.64724525e+02  1.62613117e+02
   1.58631710e+02  1.58786385e+02  1.55803842e+02  1.48374071e+02
   2.27007116e+02  2.51283407e+02  2.31357966e+02  1.93937007e+02
   1.63009171e+02  1.56783713e+02  1.56793373e+02  1.58521864e+02
   1.55656793e+02  1.53256032e+02  1.56855628e+02  1.59642055e+02
   1.64617140e+02  2.17263929e+02  2.40058480e+02  2.20475078e+02
   1.69083849e+02  1.62966131e+02]
 [ 6.84589957e+01  7.52522598e+01  7.87747648e+01  8.03405991e+01
   1.29975744e+02  1.40491733e+02  1.25454821e+02  1.05098870e+02
   1.03871838e+02  8.78806387e+01  8.14228801e+01  8.67706196e+01
   8.81038805e+01  9.02964597e+01  8.85834481e+01  9.13423989e+01
   9.35893161e+01  1.01109641e+02  1.27014083e+02  1.34984990e+02
   1.20385891e+02  9.85024653e+01  9.50264008e+01  9.46936810e+01
   9.38429992e+01  9.18502019e+01  8.70758659e+01  8.59070783e+01
   1.16367900e+02  1.42966486e+02  1.40829444e+02  1.20041926e+02
   9.65132401e+01  7.99542263e+01  8.41319459e+01  8.14433248e+01
   7.88677677e+01  7.47742741e+01  7.27965890e+01  7.65854276e+01
   8.38909906e+01  1.15451767e+02  1.35240129e+02  1.32702574e+02
   1.11012796e+02  9.03949741e+01  8.70960499e+01  8.32688229e+01
   8.25658815e+01  8.11261136e+01  7.60845455e+01  7.18807735e+01
   1.30543384e+02  1.44285999e+02  1.35204828e+02  1.08962169e+02
   8.12878889e+01  7.82382541e+01  7.72062951e+01  7.71752509e+01
   7.81301615e+01  7.76058393e+01  8.02583658e+01  8.35531497e+01
   8.77450754e+01  1.19459032e+02  1.32809922e+02  1.25112793e+02
   9.41071894e+01  8.48575506e+01]
 [ 6.23231770e+00  5.07319540e+00  9.40792059e+00  9.37868471e+00
   3.64758485e+01  4.18460761e+01  3.65630602e+01  2.55280992e+01
   2.15148401e+01  1.23073887e+01  7.86855972e+00  9.85740490e+00
   9.18625218e+00  1.02249210e+01  8.03003117e+00  1.03663091e+01
   1.37237725e+01  1.74848360e+01  2.57246490e+01  3.01675263e+01
   2.93091310e+01  2.12815464e+01  1.71541965e+01  1.44793539e+01
   1.43405530e+01  1.33725540e+01  8.40858160e+00  9.58778973e+00
   3.36180439e+01  4.72215597e+01  4.69723877e+01  3.54921935e+01
   2.21327069e+01  1.24237669e+01  1.55405835e+01  1.35511244e+01
   1.24591800e+01  9.57865407e+00  8.65273426e+00  1.03826455e+01
   1.59222632e+01  3.15024015e+01  3.29428392e+01  3.39828190e+01
   3.22955925e+01  1.70016140e+01  1.38279841e+01  8.81259093e+00
   1.15669330e+01  1.01023547e+01  3.54753018e+00  2.56889265e+00
   3.75125361e+01  4.03274871e+01  4.12733460e+01  2.76179714e+01
   7.18137329e+00  6.78992114e+00  4.52518797e+00  4.19136857e+00
   7.97216146e+00  7.82076981e+00  9.47158449e+00  1.30191028e+01
   1.63629934e+01  2.53810706e+01  2.83631305e+01  3.23776281e+01
   2.41980679e+01  1.53358600e+01]
 [-1.40628088e+01 -1.81833448e+01 -1.57840480e+01 -1.61506403e+01
  -1.03154762e+01 -8.17271373e+00 -6.11375585e+00 -1.08184092e+01
  -1.69889389e+01 -1.83813567e+01 -1.73290994e+01 -1.97377249e+01
  -2.14604596e+01 -2.01516969e+01 -2.14333980e+01 -2.03720923e+01
  -1.83519819e+01 -1.48407916e+01 -2.00628349e+01 -1.90258292e+01
  -1.24578464e+01 -1.25186108e+01 -1.53439091e+01 -1.76626537e+01
  -1.95169210e+01 -1.95548966e+01 -2.10524739e+01 -1.95666960e+01
  -5.96258626e+00 -4.15835991e+00 -3.95888075e+00 -9.69993507e+00
  -1.21499887e+01 -1.32124653e+01 -1.33074307e+01 -1.47939630e+01
  -1.51492825e+01 -1.62320184e+01 -1.73979422e+01 -1.60496577e+01
  -1.24883743e+01 -1.00994071e+01 -1.61633978e+01 -1.16135324e+01
  -4.55779418e+00 -1.35902173e+01 -1.80232617e+01 -2.28593632e+01
  -1.88055547e+01 -1.85609596e+01 -2.48390291e+01 -2.42297407e+01
  -8.68628235e+00 -1.20720984e+01 -7.19880265e+00 -1.09805002e+01
  -2.09196183e+01 -2.08153983e+01 -2.38726913e+01 -2.27729754e+01
  -1.90955160e+01 -2.06443208e+01 -1.90209103e+01 -1.59116157e+01
  -1.34574373e+01 -1.96260817e+01 -2.34659524e+01 -1.39315108e+01
  -6.09892244e+00 -1.07407795e+01]
 [ 1.03448813e+00 -9.30555922e-01 -1.62662744e+00 -1.08521058e+00
  -9.78269111e+00 -9.73640941e+00 -4.22878262e+00 -4.24830462e+00
  -1.01323753e+01 -6.76008224e+00 -3.49231554e-01 -5.38252526e+00
  -7.26562135e+00 -5.86691963e+00 -6.23254634e+00 -5.46574062e+00
  -6.20510304e+00 -1.77598539e+00 -1.12682805e+01 -1.23353871e+01
  -5.43034113e+00 -4.27798671e+00 -5.69679604e+00 -6.77071071e+00
  -1.01591383e+01 -9.59170382e+00 -6.66626940e+00 -7.02334069e+00
  -4.63699642e+00 -9.78086965e+00 -1.02490428e+01 -1.27223240e+01
  -6.63496513e+00 -6.12742571e-01 -3.60930011e+00 -5.13797838e+00
  -4.83325578e+00 -3.98173152e+00 -6.18492312e+00 -4.11813305e+00
  -1.50161887e+00 -6.76360958e+00 -9.66813344e+00 -4.35882236e+00
   2.59188058e-01 -3.00832223e+00 -7.32473531e+00 -1.08329120e+01
  -8.88540135e+00 -7.45767152e+00 -1.17521995e+01 -1.15126686e+01
  -7.48663103e+00 -1.12198769e+01 -8.47619795e+00 -6.12312873e+00
  -5.61798487e+00 -7.00332351e+00 -1.00883804e+01 -7.76297782e+00
  -6.36483866e+00 -9.02885937e+00 -6.00258208e+00 -3.81395165e+00
  -2.35613198e+00 -1.37719399e+01 -1.91752666e+01 -1.13038481e+01
   2.02651097e+00  1.20122232e+00]
 [ 2.23164672e+01  2.37878207e+01  2.10503130e+01  2.23873962e+01
   7.52229711e+00  5.92143947e+00  1.15831343e+01  1.62119682e+01
   1.29296857e+01  1.63254103e+01  2.38143158e+01  1.95636570e+01
   1.83708948e+01  1.84422259e+01  1.75245070e+01  1.95963448e+01
   1.70259559e+01  2.07121357e+01  1.53087856e+01  1.42618430e+01
   1.79397913e+01  1.66517757e+01  1.47834788e+01  1.34633280e+01
   1.11422506e+01  1.19643851e+01  1.66131977e+01  1.42333251e+01
   8.96749321e+00  2.79269585e+00  1.74223792e+00  2.22050865e+00
   1.20983556e+01  2.08154977e+01  1.76771510e+01  1.57870576e+01
   1.69721407e+01  1.91342828e+01  1.64879250e+01  1.90112480e+01
   2.18926264e+01  1.41780521e+01  1.77586130e+01  2.07997344e+01
   1.96526126e+01  1.98486436e+01  1.87582181e+01  1.71030748e+01
   1.48605436e+01  1.50066296e+01  1.32027247e+01  1.21649442e+01
   1.11504547e+01  9.93190550e+00  8.77174307e+00  1.43682492e+01
   2.18215113e+01  1.85384663e+01  1.58729422e+01  1.75638329e+01
   1.69860944e+01  1.51611284e+01  1.97688120e+01  2.14986595e+01
   2.23205556e+01  1.15939662e+01  8.39105286e+00  1.13281781e+01
   2.22267891e+01  2.17221133e+01]
 [ 2.85871630e+01  3.10058528e+01  2.78462454e+01  2.83837762e+01
   1.36943780e+01  1.16936485e+01  1.59735033e+01  2.37119994e+01
   2.28952503e+01  2.42651682e+01  2.82538502e+01  2.67094459e+01
   2.69862556e+01  2.51219933e+01  2.25970609e+01  2.59688272e+01
   2.38117240e+01  2.53396957e+01  2.67754145e+01  2.76640352e+01
   2.82721738e+01  2.42100029e+01  2.02797040e+01  1.72044535e+01
   1.77466826e+01  1.85827123e+01  2.13635625e+01  1.92243041e+01
   1.21735350e+01  8.98317255e+00  8.32516255e+00  1.13448479e+01
   1.98900486e+01  2.67438497e+01  2.59630984e+01  2.42424675e+01
   2.56666415e+01  2.79968284e+01  2.64410787e+01  2.84836021e+01
   3.15497951e+01  2.46242250e+01  3.09670854e+01  3.16478732e+01
   2.89989826e+01  2.91883056e+01  3.23493983e+01  3.27164887e+01
   2.75306888e+01  2.48472211e+01  2.47505118e+01  2.29711877e+01
   1.99291851e+01  2.01252868e+01  1.75086635e+01  2.40898935e+01
   3.38660342e+01  2.97888323e+01  2.74542754e+01  2.72814578e+01
   2.67841080e+01  2.69753295e+01  3.11123408e+01  3.36829168e+01
   3.50265957e+01  2.56265717e+01  2.53592905e+01  2.49974423e+01
   3.10955282e+01  2.89904376e+01]
 [ 2.02135059e+01  2.09070632e+01  1.79515508e+01  1.61380498e+01
   4.97996389e+00  4.56627318e+00  7.72058780e+00  1.41581598e+01
   1.33371170e+01  1.44378146e+01  1.43499053e+01  1.44389701e+01
   1.59029401e+01  1.32349278e+01  1.01417127e+01  1.31658448e+01
   1.25746943e+01  1.31359168e+01  1.87564169e+01  2.20215687e+01
   2.09760623e+01  1.51646722e+01  9.62191448e+00  5.44229977e+00
   7.63370914e+00  8.35559535e+00  8.03986625e+00  8.85806052e+00
   4.65265419e+00  5.23107362e+00  5.83640660e+00  9.40837120e+00
   1.32736409e+01  1.58124170e+01  1.72749528e+01  1.69283224e+01
   1.71046236e+01  1.87220450e+01  1.91891293e+01  2.02967353e+01
   2.23497340e+01  1.76148485e+01  2.14125682e+01  2.24015216e+01
   2.38059744e+01  2.12419029e+01  2.55524886e+01  2.78192388e+01
   2.34955523e+01  1.93947284e+01  1.97302411e+01  1.83787975e+01
   1.41840137e+01  1.33669146e+01  1.25107850e+01  1.79192377e+01
   2.64512676e+01  2.29996558e+01  2.09834382e+01  1.96453115e+01
   2.07498617e+01  2.21087497e+01  2.29961801e+01  2.72704724e+01
   3.03101021e+01  2.10786923e+01  2.21900193e+01  2.19707922e+01
   2.51641269e+01  2.26464093e+01]
 [ 9.11351686e+00  8.04251727e+00  5.18884089e+00  1.16862339e+00
  -4.63807707e+00 -2.55941163e+00  4.58597958e-01  1.34768705e+00
  -1.57949451e+00  1.26190483e+00  6.81261691e-01  1.13821453e-01
   6.56042619e-01 -1.22668075e+00 -2.45127304e+00 -7.85098182e-01
  -1.00980853e+00  1.18574045e+00  7.00620094e+00  1.11677395e+01
   9.38370094e+00  2.98605333e+00 -2.24657939e+00 -5.45030389e+00
  -4.34473096e+00 -3.75928206e+00 -5.63979682e+00 -1.37370865e+00
  -1.57199486e+00  1.21937142e+00  3.19864601e+00  5.31704193e+00
   4.01858051e+00  2.14161941e+00  3.63251665e+00  5.42401759e+00
   3.69036318e+00  4.63124346e+00  6.26359071e+00  6.83466144e+00
   7.34108830e+00  5.16845839e+00  4.25071293e+00  7.31056765e+00
   1.38890744e+01  8.51169854e+00  9.26518474e+00  1.25391382e+01
   1.21793444e+01  9.81094043e+00  9.68200011e+00  9.33778326e+00
   5.09890396e+00  2.88798013e+00  4.62151851e+00  7.45841067e+00
   1.25352154e+01  1.03146695e+01  9.36952542e+00  8.37662373e+00
   1.05249599e+01  1.16208414e+01  8.67759427e+00  1.37148009e+01
   1.83328017e+01  1.00941935e+01  1.06058548e+01  1.20338818e+01
   1.50791885e+01  1.32644986e+01]
 [ 3.23026059e+00  2.15326177e+00 -2.65300736e-01 -4.80487946e+00
  -3.79935284e+00 -3.52727943e-01  2.78037104e+00 -1.99835167e+00
  -6.51679345e+00 -3.26741258e+00 -7.69933308e-01 -2.71414605e+00
  -5.58646874e+00 -6.26027621e+00 -4.40328452e+00 -3.03073764e+00
  -5.10514747e+00 -2.25438634e-01  3.63496217e+00  6.32357764e+00
   4.54572674e+00 -8.35867524e-01 -4.37478494e+00 -5.73713743e+00
  -6.75146083e+00 -6.16273543e+00 -7.57844833e+00 -2.17670892e+00
  -2.41303158e-01  2.75551784e+00  5.56174681e+00  6.39979979e+00
   1.90443598e+00 -3.17228797e+00 -3.46243974e+00 -1.92801092e-01
  -2.34531717e+00 -1.31646482e+00 -6.38799965e-01  4.24092697e-02
   1.53116575e-01  3.85087621e-01 -3.75551871e+00 -3.20353637e-01
   7.63699908e+00  2.20432969e+00 -2.35254534e+00  8.03244334e-02
   3.38693151e+00  4.46011221e+00  3.61945404e+00  3.77927097e+00
   1.56922235e+00  3.17091736e-01  2.96387970e+00  3.62737352e+00
   3.75886563e+00  2.37840321e+00  3.64290475e+00  3.56472112e+00
   4.76719841e+00  5.56583944e+00  1.48791341e+00  4.71265195e+00
   9.34957136e+00  4.97781808e+00  3.84426146e+00  5.68137432e+00
   9.70976782e+00  7.04575614e+00]
 [ 2.01900341e+00  1.91045626e+00  8.04739288e-01 -2.86020023e+00
   5.17661916e+00  8.21029583e+00  1.04788701e+01  3.86422079e+00
   1.22763135e-01  2.83690955e-01  5.35069107e+00  3.35634564e+00
  -2.77562326e+00 -2.86531633e+00  3.37918988e-01  3.16617862e+00
  -1.37990218e+00  4.60686470e+00  5.80715752e+00  5.57910338e+00
   5.21529350e+00  3.07121884e+00  1.12096453e+00  9.07575843e-02
  -1.39425769e+00 -5.63626259e-01 -9.37287949e-01  2.65110280e+00
   4.05683935e+00  6.12986440e+00  8.99511068e+00  1.03570012e+01
   5.63967464e+00 -8.90563931e-01 -2.79681048e+00  2.64627214e-01
   2.59524215e-01  1.93400597e+00  3.05235603e-01  1.26264410e+00
   2.45673148e+00  4.47346062e+00 -2.05845551e-01  4.32642305e-01
   5.04510589e+00  2.83525249e+00 -4.23774169e+00 -4.46690918e+00
  -5.59428780e-01  2.53941587e+00  1.08103310e+00  8.49056089e-01
   2.22782150e+00  4.48956184e+00  6.22703189e+00  6.57805943e+00
   1.27057301e+00  1.17203644e-02  3.65047672e+00  3.99014656e+00
   2.90702032e+00  4.55041527e+00  2.93181985e+00  2.13888280e+00
   5.35395399e+00  6.56936399e+00  3.79919870e+00  4.32726969e+00
   8.71169108e+00  3.06755451e+00]
 [ 1.90959598e+00  2.23668190e+00  2.73673976e+00 -2.38865940e-01
   1.22068911e+01  1.42728215e+01  1.46057452e+01  9.67787842e+00
   8.22453717e+00  4.22260190e+00  7.55393762e+00  6.84189764e+00
   1.35030301e+00  1.55300426e+00  2.70922920e+00  7.12518301e+00
   2.13997375e+00  6.82867122e+00  4.51198511e+00  1.86245624e+00
   4.34960188e+00  6.99786454e+00  5.98709471e+00  3.26762598e+00
   3.35666528e+00  4.40448306e+00  4.52098447e+00  5.27851314e+00
   4.81903615e+00  5.97951405e+00  8.16911095e+00  1.07347008e+01
   8.18938224e+00  2.15084041e+00 -1.38628380e-02  1.74125121e+00
   4.79097968e+00  6.74736923e+00  3.84432136e+00  4.70369875e+00
   6.65139745e+00  9.44457761e+00  5.79379913e+00  3.07831123e+00
   2.81418462e+00  4.71074117e+00 -5.64470539e-01 -3.63135731e+00
  -1.66856052e+00  3.80971379e-01 -1.65173523e+00 -2.42694926e+00
   1.74213659e+00  7.38227763e+00  8.26257244e+00  9.88479356e+00
   7.44731517e-01 -6.87899055e-01  3.74501360e+00  4.13472891e+00
   1.44549439e+00  4.23330633e+00  6.13558625e+00  1.59589888e+00
   3.64407406e+00  8.55144927e+00  4.65315395e+00  3.90732784e+00
   7.62355835e+00 -5.91649731e-03]]"
normal__230_1308595300880_C.wav,"[ 0.00584562  0.00671024  0.00752355 ... -0.01091918 -0.00995788
 -0.00898951]","[[-4.95337230e+02 -5.01685553e+02 -5.08225063e+02 ... -5.05825799e+02
  -5.03076383e+02 -4.69600970e+02]
 [ 1.54374913e+02  1.68785860e+02  1.65743190e+02 ...  1.70071189e+02
   1.69947698e+02  1.57834629e+02]
 [ 4.40573802e+01  6.84117077e+01  7.45418368e+01 ...  8.00022959e+01
   7.31464865e+01  4.07895324e+01]
 ...
 [ 3.71098093e-01  8.32001132e+00  9.22927989e+00 ...  5.67190265e+00
   4.95495285e+00  1.28723713e+00]
 [ 1.84603481e+00  8.68141857e+00  1.18610049e+01 ...  8.49954101e+00
   4.87251499e+00 -5.14070636e-01]
 [ 4.10552047e+00  5.54681882e+00  6.28596806e+00 ...  6.58088330e+00
   2.31034864e+00  1.36532418e+00]]"
